31, 31, 29, 0, 0, 0, 0, 0, 23, 29, 0, 0, 24, 30, 0, 0, 23, 31, 31, 29, 0, 0, 0, 0, 23, 32, 32, 32, 30, 0, 0, 24, 30, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 24, 30, 0, 24, 30, 0, 0, 24, 30, 0, 24, 30, 0, 24, 30, 0, 24, 32
32, 32, 32, 31, 31, 31, 31, 31, 32, 32, 29, 0, 24, 30, 0, 23, 32, 32, 32, 32, 29, 0, 0, 23, 32, 32, 32, 32, 32, 31, 31, 32, 30, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 24, 30, 0, 24, 30, 0, 0, 20, 26, 0, 24, 30, 0, 24, 30, 0, 24, 32
32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 31, 32, 32, 31, 32, 32, 32, 32, 32, 32, 31, 31, 32, 28, 32, 32, 32, 32, 32, 32, 32, 30, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 24, 30, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 24, 30, 0, 24, 32
32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 28, 28, 28, 32, 32, 32, 30, 0, 24, 32, 28, 28, 32, 32, 32, 30, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 24, 30, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 20, 26, 0, 24, 32
32, 32, 32, 32, 32, 32, 32, 32, 32, 28, 28, 28, 28, 28, 28, 32, 30, 0, 0, 0, 24, 32, 32, 32, 31, 32, 30, 0, 0, 24, 32, 32, 30, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 24, 30, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 32
28, 32, 32, 32, 32, 32, 32, 32, 30, 0, 0, 0, 0, 0, 0, 24, 32, 31, 31, 31, 32, 32, 28, 28, 28, 28, 28, 31, 31, 28, 28, 32, 30, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 24, 30, 0, 24, 30, 0, 0, 0, 0, 0, 20, 26, 0, 0, 0, 0, 24, 32
0, 20, 28, 32, 32, 32, 28, 28, 32, 31, 31, 31, 31, 31, 31, 32, 28, 28, 32, 32, 32, 26, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 30, 0, 0, 0, 20, 26, 0, 0, 0, 0, 0, 20, 26, 0, 20, 26, 0, 20, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32
0, 0, 0, 24, 32, 30, 0, 0, 20, 28, 28, 28, 28, 28, 28, 26, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 20, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32
0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28
0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 24, 32, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 20, 32, 32, 32, 32, 28, 28, 28, 28, 28, 28, 28, 32, 32, 32, 32, 32, 32, 32, 28, 28, 32, 32, 32, 32, 32, 32, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 20, 32, 32, 26, 0, 0, 0, 0, 0, 0, 0, 20, 28, 28, 32, 32, 28, 26, 0, 0, 20, 28, 28, 32, 32, 28, 28, 28, 28, 28, 28, 28, 28, 28, 32, 32
0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28
0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 24, 32, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 26, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 20, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 20, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
