16, 12, 12, 12, 12, 16, 16, 16, 16, 16, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 23, 31, 27, 27, 27, 27, 31, 29, 0, 0, 0, 19, 31, 31, 25, 0, 0, 0, 0, 24, 30, 0, 0, 0, 24, 30, 0, 0, 0, 7, 16, 16, 16, 16, 16, 12, 12, 16, 12, 12, 16, 16, 16, 16
14, 0, 0, 0, 0, 8, 16, 16, 12, 16, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 20, 26, 0, 0, 7, 16, 16, 16, 16, 12, 10, 0, 0, 2, 0, 0, 4, 12, 12, 16
14, 0, 0, 0, 0, 4, 12, 10, 0, 8, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 7, 16, 16, 16, 16, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 7, 16, 16, 16, 16, 14, 0, 0, 7, 15, 15, 15, 11, 15, 11, 9, 0, 8
16, 15, 15, 15, 15, 15, 15, 9, 0, 0, 8, 14, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 7, 16, 16, 16, 12, 16, 14, 0, 7, 16, 16, 12, 10, 0, 2, 0, 0, 0, 8
16, 12, 12, 12, 12, 12, 10, 0, 0, 7, 16, 10, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 7, 16, 16, 16, 10, 0, 8, 10, 0, 8, 12, 10, 0, 0, 0, 0, 0, 7, 15, 16
14, 0, 0, 0, 0, 0, 0, 0, 7, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 8, 12, 16, 10, 0, 0, 2, 0, 0, 6, 0, 0, 0, 7, 15, 13, 0, 8, 12, 12
14, 0, 0, 0, 3, 11, 15, 15, 16, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 12, 12, 14, 0, 6, 0, 0
16, 15, 13, 0, 0, 0, 4, 12, 12, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 0, 0, 0, 0, 20, 26, 0, 0, 0, 0, 20, 26, 0, 0, 0, 0, 0, 20, 26, 0, 0, 0, 0, 0, 0, 0, 7, 13, 0, 0, 0, 8, 13, 0, 0, 0, 0, 6, 0, 2, 0, 0
16, 16, 16, 15, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 12, 12, 11, 11, 11, 12, 12, 9, 0, 0, 0, 6, 0, 0, 0, 0
16, 16, 16, 16, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 16, 15, 15, 15, 15
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
