27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 31, 29, 0, 0, 23, 31, 31, 27, 27, 27, 31, 31, 31, 29, 0, 0, 0, 23, 31, 31, 29, 0, 0, 0, 20, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 21, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 27, 27, 32, 32, 30, 0, 0, 0, 24, 32, 32, 32, 25, 0, 0, 20, 28, 32, 32, 27, 25, 0, 0, 24, 27, 27, 31, 29, 0, 0, 0, 0, 0, 0, 19, 25, 0, 0, 18, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 7, 15, 13, 0, 5, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 20, 28, 28, 26, 0, 17, 0, 0, 0, 24, 26, 0, 0, 0, 23, 30, 0, 0, 24, 30, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
15, 16, 16, 16, 15, 16, 9, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 22, 0, 0, 19, 27, 32, 30, 0, 0, 24, 30, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
16, 16, 16, 12, 16, 14, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 32, 29, 0, 0, 0, 20, 32, 31, 31, 32, 32, 29, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
16, 16, 14, 0, 8, 10, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 26, 0, 0, 0, 23, 31, 31, 31, 27, 27, 27, 31, 32, 32, 32, 27, 25, 0, 0, 24, 32, 32, 32, 32, 26, 0, 17, 0, 0, 0, 0, 0, 0, 18, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
16, 16, 16, 15, 14, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 30, 0, 0, 0, 19, 32, 32, 32, 30, 0, 0, 0, 24, 32, 32, 26, 0, 0, 0, 23, 32, 32, 32, 32, 30, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
16, 16, 16, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 30, 0, 0, 17, 0, 24, 32, 32, 30, 0, 0, 0, 24, 32, 30, 0, 0, 19, 27, 28, 28, 28, 28, 28, 26, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
16, 16, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 29, 0, 0, 0, 20, 28, 28, 26, 0, 0, 0, 24, 32, 32, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 19, 27, 25, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
16, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 32, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 32, 32, 27, 27, 25, 0, 0, 0, 17, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 32, 30, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 19, 31, 31, 31, 29, 0, 0, 0, 20, 32, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 24, 32, 32, 32, 25, 0, 0, 0, 24, 32, 32, 27, 27, 31, 29, 0, 23, 31, 31, 32, 31, 31, 29, 0, 0, 0, 23, 31, 27, 27, 27, 27, 32, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 24, 32, 32, 30, 0, 17, 0, 0, 24, 32, 30, 0, 0, 24, 30, 0, 20, 28, 28, 28, 28, 28, 26, 0, 0, 23, 32, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 32, 27, 27, 27, 28, 28, 28, 26, 0, 0, 0, 23, 32, 32, 30, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 32, 32, 30, 0, 0, 21, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 32, 32, 32, 30, 0, 0, 24, 32, 31, 31, 31, 31, 31, 31, 31, 31, 31, 32, 32, 32, 30, 0, 0, 18, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 24, 32, 32, 30, 0, 0, 24, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 32, 27, 27, 27, 31, 31, 31, 31, 25, 0, 0, 24, 32, 32, 30, 0, 0, 24, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 30, 0, 17, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 24, 32, 32, 30, 0, 0, 0, 24, 32, 32, 30, 0, 0, 24, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 24, 32, 32, 30, 0, 0, 0, 24, 32, 32, 30, 0, 0, 24, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 20, 28, 28, 26, 0, 0, 0, 24, 32, 32, 30, 0, 0, 20, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 32, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 24, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 0, 0
