16, 16, 32, 29, 0, 0, 20, 28, 28, 28, 32, 13, 0, 0, 4, 16, 16, 16, 16, 16, 16, 16, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 16, 16, 12, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 32, 32, 32, 32, 28, 25, 0, 0, 24
16, 16, 16, 32, 29, 0, 0, 0, 0, 0, 24, 16, 13, 0, 0, 4, 12, 16, 16, 16, 16, 16, 16, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 10, 0, 4, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 32, 32, 26, 0, 0, 0, 23, 32
16, 16, 16, 16, 32, 29, 0, 0, 0, 0, 24, 16, 16, 13, 0, 0, 0, 4, 16, 12, 12, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 10, 0, 0, 7, 15, 32, 32
16, 16, 16, 16, 16, 32, 31, 31, 31, 31, 32, 16, 16, 16, 13, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 13, 0, 0, 7, 13, 0, 7, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 16, 32, 32
16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 13, 0, 0, 0, 0, 0, 7, 15, 15, 15, 15, 15, 13, 0, 7, 15, 15, 14, 0, 8, 15, 15, 16, 16, 15, 16, 16, 13, 0, 0, 0, 0, 7, 13, 0, 0, 0, 0, 7, 15, 15, 15, 15, 15, 16, 16, 16, 32, 32
16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 15, 15, 15, 15, 15, 16, 16, 16, 12, 16, 16, 16, 15, 16, 12, 16, 16, 15, 16, 16, 12, 12, 16, 16, 16, 16, 12, 13, 0, 0, 7, 16, 16, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 32, 32
16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 14, 0, 8, 16, 16, 16, 14, 0, 8, 16, 16, 12, 10, 0, 0, 8, 12, 12, 14, 0, 8, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 32, 32
12, 16, 16, 16, 12, 16, 16, 16, 16, 16, 16, 16, 16, 16, 12, 16, 16, 16, 16, 16, 16, 16, 12, 12, 11, 12, 16, 16, 16, 16, 15, 12, 12, 10, 0, 0, 0, 7, 10, 0, 0, 4, 11, 12, 12, 12, 12, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 32, 32
0, 4, 12, 10, 0, 4, 12, 12, 12, 12, 12, 12, 12, 10, 0, 4, 12, 12, 12, 12, 12, 10, 0, 0, 0, 0, 4, 12, 12, 12, 10, 0, 0, 0, 3, 11, 11, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 16, 16, 16, 16, 16, 12, 12, 12, 16, 16, 16, 12, 12, 28, 28
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 16, 16, 16, 14, 0, 0, 0, 8, 16, 14, 0, 0, 0, 0
